,Date,Open,Close
0,1962-01-02,0.0,0.0
1,1962-01-03,0.0,0.0
2,1962-01-04,0.0,0.0
3,1962-01-05,0.0,0.0
4,1962-01-08,0.0,0.0
5,1962-01-09,0.0,0.0
6,1962-01-10,0.0,0.0
7,1962-01-11,0.0,0.0
8,1962-01-12,0.0,0.0
9,1962-01-15,0.0,0.0
10,1962-01-16,0.0,0.0
11,1962-01-17,0.0,0.0
12,1962-01-18,0.0,0.0
13,1962-01-19,0.0,0.0
14,1962-01-22,0.0,0.0
15,1962-01-23,0.0,0.0
16,1962-01-24,0.0,0.0
17,1962-01-25,0.0,0.0
18,1962-01-26,0.0,0.0
19,1962-01-29,0.0,0.0
20,1962-01-30,0.0,0.0
21,1962-01-31,0.0,0.0
22,1962-02-01,0.0,0.0
23,1962-02-02,0.0,0.0
24,1962-02-05,0.0,0.0
25,1962-02-06,0.0,0.0
26,1962-02-07,0.0,0.0
27,1962-02-08,0.0,0.0
28,1962-02-09,0.0,0.0
29,1962-02-12,0.0,0.0
30,1962-02-13,0.0,0.0
31,1962-02-14,0.0,0.0
32,1962-02-15,0.0,0.0
33,1962-02-16,0.0,0.0
34,1962-02-19,0.0,0.0
35,1962-02-20,0.0,0.0
36,1962-02-21,0.0,0.0
37,1962-02-23,0.0,0.0
38,1962-02-26,0.0,0.0
39,1962-02-27,0.0,0.0
40,1962-02-28,0.0,0.0
41,1962-03-01,0.0,0.0
42,1962-03-02,0.0,0.0
43,1962-03-05,0.0,0.0
44,1962-03-06,0.0,0.0
45,1962-03-07,0.0,0.0
46,1962-03-08,0.0,0.0
47,1962-03-09,0.0,0.0
48,1962-03-12,0.0,0.0
49,1962-03-13,0.0,0.0
50,1962-03-14,0.0,0.0
51,1962-03-15,0.0,0.0
52,1962-03-16,0.0,0.0
53,1962-03-19,0.0,0.0
54,1962-03-20,0.0,0.0
55,1962-03-21,0.0,0.0
56,1962-03-22,0.0,0.0
57,1962-03-23,0.0,0.0
58,1962-03-26,0.0,0.0
59,1962-03-27,0.0,0.0
60,1962-03-28,0.0,0.0
61,1962-03-29,0.0,0.0
62,1962-03-30,0.0,0.0
63,1962-04-02,0.0,0.0
64,1962-04-03,0.0,0.0
65,1962-04-04,0.0,0.0
66,1962-04-05,0.0,0.0
67,1962-04-06,0.0,0.0
68,1962-04-09,0.0,0.0
69,1962-04-10,0.0,0.0
70,1962-04-11,0.0,0.0
71,1962-04-12,0.0,0.0
72,1962-04-13,0.0,0.0
73,1962-04-16,0.0,0.0
74,1962-04-17,0.0,0.0
75,1962-04-18,0.0,0.0
76,1962-04-19,0.0,0.0
77,1962-04-23,0.0,0.0
78,1962-04-24,0.0,0.0
79,1962-04-25,0.0,0.0
80,1962-04-26,0.0,0.0
81,1962-04-27,0.0,0.0
82,1962-04-30,0.0,0.0
83,1962-05-01,0.0,0.0
84,1962-05-02,0.0,0.0
85,1962-05-03,0.0,0.0
86,1962-05-04,0.0,0.0
87,1962-05-07,0.0,0.0
88,1962-05-08,0.0,0.0
89,1962-05-09,0.0,0.0
90,1962-05-10,0.0,0.0
91,1962-05-11,0.0,0.0
92,1962-05-14,0.0,0.0
93,1962-05-15,0.0,0.0
94,1962-05-16,0.0,0.0
95,1962-05-17,0.0,0.0
96,1962-05-18,0.0,0.0
97,1962-05-21,0.0,0.0
98,1962-05-22,0.0,0.0
99,1962-05-23,0.0,0.0
100,1962-05-24,0.0,0.0
101,1962-05-25,0.0,0.0
102,1962-05-28,0.0,0.0
103,1962-05-29,0.0,0.0
104,1962-05-31,0.0,0.0
105,1962-06-01,0.0,0.0
106,1962-06-04,0.0,0.0
107,1962-06-05,0.0,0.0
108,1962-06-06,0.0,0.0
109,1962-06-07,0.0,0.0
110,1962-06-08,0.0,0.0
111,1962-06-11,0.0,0.0
112,1962-06-12,0.0,0.0
113,1962-06-13,0.0,0.0
114,1962-06-14,0.0,0.0
115,1962-06-15,0.0,0.0
116,1962-06-18,0.0,0.0
117,1962-06-19,0.0,0.0
118,1962-06-20,0.0,0.0
119,1962-06-21,0.0,0.0
120,1962-06-22,0.0,0.0
121,1962-06-25,0.0,0.0
122,1962-06-26,0.0,0.0
123,1962-06-27,0.0,0.0
124,1962-06-28,0.0,0.0
125,1962-06-29,0.0,0.0
126,1962-07-02,0.0,0.0
127,1962-07-03,0.0,0.0
128,1962-07-05,0.0,0.0
129,1962-07-06,0.0,0.0
130,1962-07-09,0.0,0.0
131,1962-07-10,0.0,0.0
132,1962-07-11,0.0,0.0
133,1962-07-12,0.0,0.0
134,1962-07-13,0.0,0.0
135,1962-07-16,0.0,0.0
136,1962-07-17,0.0,0.0
137,1962-07-18,0.0,0.0
138,1962-07-19,0.0,0.0
139,1962-07-20,0.0,0.0
140,1962-07-23,0.0,0.0
141,1962-07-24,0.0,0.0
142,1962-07-25,0.0,0.0
143,1962-07-26,0.0,0.0
144,1962-07-27,0.0,0.0
145,1962-07-30,0.0,0.0
146,1962-07-31,0.0,0.0
147,1962-08-01,0.0,0.0
148,1962-08-02,0.0,0.0
149,1962-08-03,0.0,0.0
150,1962-08-06,0.0,0.0
151,1962-08-07,0.0,0.0
152,1962-08-08,0.0,0.0
153,1962-08-09,0.0,0.0
154,1962-08-10,0.0,0.0
155,1962-08-13,0.0,0.0
156,1962-08-14,0.0,0.0
157,1962-08-15,0.0,0.0
158,1962-08-16,0.0,0.0
159,1962-08-17,0.0,0.0
160,1962-08-20,0.0,0.0
161,1962-08-21,0.0,0.0
162,1962-08-22,0.0,0.0
163,1962-08-23,0.0,0.0
164,1962-08-24,0.0,0.0
165,1962-08-27,0.0,0.0
166,1962-08-28,0.0,0.0
167,1962-08-29,0.0,0.0
168,1962-08-30,0.0,0.0
169,1962-08-31,0.0,0.0
170,1962-09-04,0.0,0.0
171,1962-09-05,0.0,0.0
172,1962-09-06,0.0,0.0
173,1962-09-07,0.0,0.0
174,1962-09-10,0.0,0.0
175,1962-09-11,0.0,0.0
176,1962-09-12,0.0,0.0
177,1962-09-13,0.0,0.0
178,1962-09-14,0.0,0.0
179,1962-09-17,0.0,0.0
180,1962-09-18,0.0,0.0
181,1962-09-19,0.0,0.0
182,1962-09-20,0.0,0.0
183,1962-09-21,0.0,0.0
184,1962-09-24,0.0,0.0
185,1962-09-25,0.0,0.0
186,1962-09-26,0.0,0.0
187,1962-09-27,0.0,0.0
188,1962-09-28,0.0,0.0
189,1962-10-01,0.0,0.0
190,1962-10-02,0.0,0.0
191,1962-10-03,0.0,0.0
192,1962-10-04,0.0,0.0
193,1962-10-05,0.0,0.0
194,1962-10-08,0.0,0.0
195,1962-10-09,0.0,0.0
196,1962-10-10,0.0,0.0
197,1962-10-11,0.0,0.0
198,1962-10-12,0.0,0.0
199,1962-10-15,0.0,0.0
200,1962-10-16,0.0,0.0
201,1962-10-17,0.0,0.0
202,1962-10-18,0.0,0.0
203,1962-10-19,0.0,0.0
204,1962-10-22,0.0,0.0
205,1962-10-23,0.0,0.0
206,1962-10-24,0.0,0.0
207,1962-10-25,0.0,0.0
208,1962-10-26,0.0,0.0
209,1962-10-29,0.0,0.0
210,1962-10-30,0.0,0.0
211,1962-10-31,0.0,0.0
212,1962-11-01,0.0,0.0
213,1962-11-02,0.0,0.0
214,1962-11-05,0.0,0.0
215,1962-11-07,0.0,0.0
216,1962-11-08,0.0,0.0
217,1962-11-09,0.0,0.0
218,1962-11-12,0.0,0.0
219,1962-11-13,0.0,0.0
220,1962-11-14,0.0,0.0
221,1962-11-15,0.0,0.0
222,1962-11-16,0.0,0.0
223,1962-11-19,0.0,0.0
224,1962-11-20,0.0,0.0
225,1962-11-21,0.0,0.0
226,1962-11-23,0.0,0.0
227,1962-11-26,0.0,0.0
228,1962-11-27,0.0,0.0
229,1962-11-28,0.0,0.0
230,1962-11-29,0.0,0.0
231,1962-11-30,0.0,0.0
232,1962-12-03,0.0,0.0
233,1962-12-04,0.0,0.0
234,1962-12-05,0.0,0.0
235,1962-12-06,0.0,0.0
236,1962-12-07,0.0,0.0
237,1962-12-10,0.0,0.0
238,1962-12-11,0.0,0.0
239,1962-12-12,0.0,0.0
240,1962-12-13,0.0,0.0
241,1962-12-14,0.0,0.0
242,1962-12-17,0.0,0.0
243,1962-12-18,0.0,0.0
244,1962-12-19,0.0,0.0
245,1962-12-20,0.0,0.0
246,1962-12-21,0.0,0.0
247,1962-12-24,0.0,0.0
248,1962-12-26,0.0,0.0
249,1962-12-27,0.0,0.0
250,1962-12-28,0.0,0.0
251,1962-12-31,0.0,0.0
252,1963-01-02,0.0,0.0
253,1963-01-03,0.0,0.0
254,1963-01-04,0.0,0.0
255,1963-01-07,0.0,0.0
256,1963-01-08,0.0,0.0
257,1963-01-09,0.0,0.0
258,1963-01-10,0.0,0.0
259,1963-01-11,0.0,0.0
260,1963-01-14,0.0,0.0
261,1963-01-15,0.0,0.0
262,1963-01-16,0.0,0.0
263,1963-01-17,0.0,0.0
264,1963-01-18,0.0,0.0
265,1963-01-21,0.0,0.0
266,1963-01-22,0.0,0.0
267,1963-01-23,0.0,0.0
268,1963-01-24,0.0,0.0
269,1963-01-25,0.0,0.0
270,1963-01-28,0.0,0.0
271,1963-01-29,0.0,0.0
272,1963-01-30,0.0,0.0
