,Date,Open,Close
0,1996-01-01,0.0,0.0
1,1996-01-02,0.05,0.05
2,1996-01-03,0.05,0.05
3,1996-01-04,0.05,0.05
4,1996-01-05,0.05,0.05
5,1996-01-08,0.05,0.05
6,1996-01-09,0.05,0.05
7,1996-01-10,0.05,0.05
8,1996-01-11,0.05,0.05
9,1996-01-12,0.05,0.05
10,1996-01-15,0.05,0.05
11,1996-01-16,0.05,0.05
12,1996-01-17,0.05,0.05
13,1996-01-18,0.05,0.05
14,1996-01-19,0.05,0.05
15,1996-01-22,0.05,0.05
16,1996-01-23,0.05,0.05
17,1996-01-24,0.05,0.05
18,1996-01-25,0.05,0.05
19,1996-01-29,0.05,0.05
20,1996-01-30,0.05,0.05
21,1996-01-31,0.05,0.05
22,1996-02-01,0.05,0.05
23,1996-02-02,0.05,0.05
24,1996-02-05,0.05,0.05
25,1996-02-06,0.05,0.05
26,1996-02-07,0.05,0.05
27,1996-02-08,0.05,0.05
28,1996-02-09,0.05,0.05
29,1996-02-12,0.05,0.06
30,1996-02-13,0.06,0.06
31,1996-02-14,0.06,0.06
32,1996-02-15,0.07,0.07
33,1996-02-16,0.07,0.07
34,1996-02-19,0.07,0.06
35,1996-02-20,0.06,0.06
36,1996-02-22,0.06,0.06
37,1996-02-23,0.06,0.06
38,1996-02-26,0.06,0.06
39,1996-02-27,0.06,0.07
40,1996-02-28,0.07,0.07
41,1996-02-29,0.07,0.07
42,1996-03-01,0.07,0.07
43,1996-03-04,0.07,0.07
44,1996-03-06,0.07,0.07
45,1996-03-07,0.07,0.07
46,1996-03-08,0.07,0.07
47,1996-03-11,0.07,0.07
48,1996-03-12,0.07,0.07
49,1996-03-13,0.07,0.07
50,1996-03-14,0.07,0.07
51,1996-03-15,0.07,0.07
52,1996-03-18,0.07,0.07
53,1996-03-19,0.07,0.07
54,1996-03-21,0.07,0.07
55,1996-03-22,0.07,0.07
56,1996-03-25,0.07,0.07
57,1996-03-26,0.07,0.07
58,1996-03-27,0.07,0.07
59,1996-03-28,0.07,0.07
60,1996-03-29,0.07,0.07
61,1996-04-01,0.07,0.06
62,1996-04-02,0.06,0.06
63,1996-04-03,0.06,0.06
64,1996-04-04,0.06,0.07
65,1996-04-08,0.06,0.06
66,1996-04-09,0.06,0.07
67,1996-04-10,0.07,0.07
68,1996-04-11,0.07,0.07
69,1996-04-12,0.07,0.07
70,1996-04-15,0.07,0.07
71,1996-04-16,0.07,0.07
72,1996-04-17,0.07,0.07
73,1996-04-18,0.07,0.07
74,1996-04-19,0.07,0.07
75,1996-04-22,0.07,0.07
76,1996-04-23,0.07,0.07
77,1996-04-24,0.07,0.07
78,1996-04-25,0.07,0.07
79,1996-04-26,0.07,0.07
80,1996-04-29,0.07,0.07
81,1996-04-30,0.07,0.07
82,1996-05-01,0.07,0.07
83,1996-05-02,0.07,0.07
84,1996-05-03,0.07,0.07
85,1996-05-06,0.07,0.07
86,1996-05-07,0.07,0.07
87,1996-05-08,0.07,0.07
88,1996-05-09,0.07,0.08
89,1996-05-10,0.08,0.07
90,1996-05-13,0.07,0.07
91,1996-05-14,0.07,0.07
92,1996-05-15,0.07,0.07
93,1996-05-16,0.07,0.07
94,1996-05-17,0.07,0.07
95,1996-05-20,0.07,0.07
96,1996-05-21,0.07,0.07
97,1996-05-22,0.07,0.07
98,1996-05-23,0.07,0.07
99,1996-05-24,0.07,0.07
100,1996-05-27,0.07,0.07
101,1996-05-28,0.07,0.07
102,1996-05-29,0.07,0.07
103,1996-05-30,0.07,0.07
104,1996-05-31,0.07,0.07
105,1996-06-03,0.07,0.07
106,1996-06-04,0.07,0.07
107,1996-06-05,0.07,0.07
108,1996-06-06,0.07,0.07
109,1996-06-07,0.07,0.07
110,1996-06-10,0.07,0.07
111,1996-06-11,0.07,0.07
112,1996-06-12,0.07,0.07
113,1996-06-13,0.07,0.07
114,1996-06-14,0.07,0.07
115,1996-06-17,0.07,0.07
116,1996-06-18,0.07,0.07
117,1996-06-19,0.07,0.07
118,1996-06-20,0.07,0.07
119,1996-06-21,0.07,0.07
120,1996-06-24,0.07,0.07
121,1996-06-25,0.07,0.07
122,1996-06-26,0.07,0.07
123,1996-06-27,0.07,0.07
124,1996-06-28,0.07,0.07
125,1996-07-01,0.07,0.07
