,Name,Intraday,Investing
0,AAPL.csv,37.239999999999895,74.69
1,ABT.csv,12.929999999999914,56.71
2,ADBE.csv,106.39999999999932,332.65
3,ADP.csv,27.709999999999923,27.159999999999997
4,AMGN.csv,94.45000000000036,84.84
5,AMZN.csv,-227.88000000000272,2099.2400000000002
6,AVGO.csv,20.329999999999785,131.28
7,BABA.csv,-84.6800000000004,119.17999999999998
8,BKNG.csv,-596.6899999999946,-363.5999999999999
9,CAT.csv,2.8200000000000927,41.47
10,CHTR.csv,197.79999999999984,228.69
11,CMCSA.csv,2.079999999999991,8.559999999999995
12,CME.csv,37.04999999999953,54.41
13,COST.csv,117.00999999999988,186.51999999999998
14,CRM.csv,51.8900000000002,152.85000000000002
15,CSCO.csv,-1.7099999999999298,9.670000000000002
16,DIS.csv,-55.530000000000214,19.159999999999997
17,FB.csv,84.63000000000008,85.51999999999998
18,FISV.csv,13.259999999999756,40.13999999999999
19,GILD.csv,-36.67000000000011,-5.650000000000006
20,GOOG.csv,712.3300000000008,514.57
21,HD.csv,78.05999999999972,129.35000000000002
22,INTC.csv,16.519999999999868,16.119999999999997
23,INTU.csv,77.5500000000007,185.36
24,ISRG.csv,228.56999999999846,362.74
25,JNJ.csv,-18.469999999999942,24.5
26,KO.csv,-11.129999999999875,7.759999999999998
27,MA.csv,38.18000000000035,203.33999999999997
28,MCD.csv,21.959999999999837,73.55000000000001
29,MDLZ.csv,6.250000000000064,14.869999999999997
30,MSFT.csv,15.419999999999689,139.08999999999997
31,MU.csv,-15.500000000000046,20.51
32,NFLX.csv,111.87000000000003,302.14
33,NVDA.csv,35.2000000000001,352.13000000000005
34,PEP.csv,2.2499999999996447,28.670000000000016
35,PG.csv,61.00999999999961,54.31
36,PYPL.csv,36.40000000000032,128.13
37,QCOM.csv,29.02000000000003,67.13
38,SBUX.csv,9.680000000000092,32.459999999999994
39,TM.csv,-38.30000000000024,27.269999999999996
40,TMUS.csv,17.780000000000072,48.38999999999999
41,TSLA.csv,117.1199999999996,342.15999999999997
42,TSM.csv,1.1699999999999875,46.379999999999995
43,TXN.csv,47.440000000000055,63.36999999999999
44,UAL.csv,-85.62999999999997,-33.239999999999995
45,UNH.csv,-1.0899999999998613,118.91999999999999
46,UPS.csv,23.15000000000009,66.25
47,V.csv,9.610000000000412,98.08
48,VZ.csv,4.039999999999921,17.14
49,WMT.csv,30.15999999999984,62.420000000000016
